Geneid	../bam/americana_AG_1.bam	../bam/americana_AG_2.bam	../bam/americana_AG_3.bam	../bam/americana_carcass_1.bam	../bam/americana_carcass_2.bam	../bam/americana_carcass_3.bam	../bam/americana_EB_1.bam	../bam/americana_EB_2.bam	../bam/americana_testes_1.bam	../bam/americana_testes_2.bam	../bam/americana_testes_3.bam	../bam/DameSB_fem.bam	../bam/DameSB_mal.bam
MSTRG.3960	0	1	2	0	1	0	0	13	193	214	216	0	0
MSTRG.3961	0	0	0	0	0	0	0	0	13	3	0	0	5
MSTRG.3962	3524	4645	5247	1336	2656	1820	2786	4586	801	1438	1583	1573	6345
MSTRG.3963	5986	8866	8226	18	2	1	1	38	3	0	1	1	456
MSTRG.3964	18711	15508	12713	463	159	164	61	85	54	40	50	120	1230
MSTRG.3965	63	43	54	487	164	413	391	513	325	394	542	3378	3993
MSTRG.3966	0	2	1	0	0	1	0	16	386	463	541	1	23
MSTRG.3967	0	2	0	1	0	1	1	10	87	72	104	2	430
MSTRG.3968	0	0	0	43	108	61	1	0	0	1	0	23	117
MSTRG.3969	1	31	0	11	0	5	17	38	324	336	446	5	2500
MSTRG.3970	26	82	26	26	27	23	13	105	1514	1650	1966	769	3162
MSTRG.3971	0	1	3	135	99	65	4	10	0	0	1	1608	291
MSTRG.3972	24	43	14	238	283	118	16	122	1132	1533	1746	8404	3458
MSTRG.3973	2	8	2	22	15	9	1	20	416	411	452	8176	1593
MSTRG.3974	13	10	27	5208	3155	2191	15	12	5	9	5	5129	14515
MSTRG.3975	596	1030	870	600	889	700	878	1158	1110	2233	2506	1195	12277
MSTRG.3976	187	344	284	571	641	518	174	389	1913	2864	3375	2675	12591
MSTRG.3977	14	12	14	57	118	63	10	10	5	5	7	126	569
MSTRG.3978	11	15	12	1696	891	1277	27	24	4	6	12	2338	6549
MSTRG.3979	2267	3381	3103	9021	18923	14882	4513	7480	982	1740	2025	43128	48826
MSTRG.3980	68	63	82	9643	5695	6001	213	371	72	80	93	11311	19479
MSTRG.3981	22	277	22	3	26	30	10	688	9978	10050	12267	25	46944
MSTRG.3982	25	428	20	22	74	80	13	904	13432	14544	17514	79	78616
MSTRG.3983	13	295	49	3305	7456	6211	191	1325	4483	7485	7862	2237	29051
MSTRG.3984	11	137	6	18	17	23	2	320	3864	5216	6476	47	55435
MSTRG.3985	3	4	5	246	87	206	128	129	9	24	38	7002	530
MSTRG.3986	4	112	2	2	7	15	1	322	4156	4942	5188	10	19449
MSTRG.3987	44	436	25	12	21	65	7	1151	16855	18899	20635	20	46942
MSTRG.3988	0	4	83	2626	714	2127	28	1	0	0	2	14898	20936
MSTRG.3989	0	0	0	0	0	0	0	0	4	0	11	0	3521
MSTRG.3990	28	81	25	1	1	6	0	83	382	986	1110	1	1276
MSTRG.3991	0	0	0	2	0	1	0	0	5	0	4	151	8
MSTRG.3992	0	0	0	0	1	0	0	0	3	4	5	416	13
MSTRG.3993	0	0	0	0	0	0	0	0	13	0	0	0	0
MSTRG.3994	38	484	37	2	46	68	17	1482	15311	21564	23547	38	55575
MSTRG.3995	34	283	30	9	53	42	8	1482	17369	22488	23889	11	25328
MSTRG.3996	0	0	0	0	0	0	0	0	1	0	0	0	0
MSTRG.3997	133	1389	103	42	115	181	32	4560	97962	79299	84144	111	216087
MSTRG.3998	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.3999	15	293	20	7	21	38	7	684	9590	10913	10883	20	33954
MSTRG.4000	52	729	30	9	56	91	24	1899	26748	31673	33650	175	83264
MSTRG.4001	18	513	21	17	27	62	5	1126	14772	17054	18322	9	29203
MSTRG.4002	61	1015	63	25	74	146	13	2765	39629	40081	44822	82	163207
MSTRG.4003	17	191	14	11	10	37	4	382	11877	6321	6400	11	48967
MSTRG.4004	4	223	8	2	16	39	6	399	6885	6969	7752	20	26666
MSTRG.4005	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4006	8844	12225	14412	19770	41717	25868	8482	13983	2235	3710	4511	24167	65750
MSTRG.4007	300	399	518	880	2303	1633	294	619	1380	2130	2482	6695	12333
MSTRG.4008	7	8	9	168	232	59	5	13	5	5	6	19	137
MSTRG.4009	1	1	1	2	1	1	1	0	1	0	0	12	8
MSTRG.4010	9	22	16	234	395	278	30	32	18	39	39	704	530
MSTRG.4011	367	361	328	1473	518	933	750	1751	2806	4194	4711	2543	13087
MSTRG.4012	1	0	0	0	0	0	0	5	55	58	79	0	708
MSTRG.4013	28	213	12	15	22	30	5	745	13957	11818	13760	18	54840
MSTRG.4014	706	440	707	3919	2625	3103	935	2016	643	740	966	7888	10725
MSTRG.4015	25	29	15	4	4	2	1	5	43	33	23	13	20
MSTRG.4016	0	2	0	0	0	0	0	0	0	1	0	43	2
MSTRG.4017	1175	700	660	2328	1677	1732	1307	2493	1014	1650	1893	48211	8694
MSTRG.4018	1	34	11	592	206	463	4	59	676	1032	1271	897	4104
MSTRG.4019	406	410	400	1798	1045	999	304	719	2279	2958	3735	7688	18206
MSTRG.4020	197	242	244	519	784	656	597	872	560	875	976	853	2936
MSTRG.4021	41833	71655	83041	103812	171272	119604	60795	92504	13695	30656	34826	368706	597078
MSTRG.4022	5	19	5	545	237	438	10	22	77	109	110	1345	2170
MSTRG.4023	0	0	0	0	0	1	0	10	133	180	192	1	135
MSTRG.4024	19	279	16	5	14	34	3	549	8277	10258	11579	20	41772
MSTRG.4025	0	0	0	0	0	0	0	0	6	12	4	0	0
MSTRG.4026	0	0	2	99	45	60	1	0	2	2	3	89	125
MSTRG.4027	0	0	0	1	0	0	0	0	0	0	0	8	0
MSTRG.4028	7	10	11	578	400	454	2726	2860	123	117	156	3599	2458
MSTRG.4029	39	33	44	773	1274	666	50	70	370	480	582	3642	3362
MSTRG.4030	0	0	0	3	14	5	1	2	8	9	6	0	78
MSTRG.4031	583	592	369	51	43	24	82	130	18	28	41	22	205
MSTRG.4032	0	0	0	5	3	2	0	0	0	2	5	747	12
MSTRG.4033	7	92	9	1	14	21	4	233	2912	3538	4275	4	13053
MSTRG.4034	28	14	34	1296	1222	972	54	144	25	20	24	1811	3581
MSTRG.4035	1	34	1	0	1	7	2	43	1127	989	1236	2	9627
MSTRG.4036	1	49	2	0	0	17	2	101	1149	1541	1901	2	8428
MSTRG.4037	1	36	5	12	3	7	0	91	1316	1671	2069	1	7047
MSTRG.4038	29	369	21	10	17	50	12	849	12284	14237	16544	35	70233
MSTRG.4039	6	17	13	245	275	242	24	46	233	386	377	68	1381
MSTRG.4040	0	0	0	0	0	0	0	0	11	6	7	0	0
MSTRG.4041	750	787	864	1716	4339	1655	1996	3365	1063	1223	1385	1638	5456
MSTRG.4042	98	1258	80	34	84	195	41	2450	38356	37775	43018	55	135226
MSTRG.4043	43	50	29	369	398	393	4	9	40	27	38	782	1077
MSTRG.4044	552	555	435	153	137	111	4773	6814	119	111	158	5856	2217
MSTRG.4045	0	7	0	0	0	0	0	32	311	346	390	1	1400
MSTRG.4046	0	12	1	0	0	0	0	11	109	103	120	0	1005
MSTRG.4047	2	4	3	238	261	181	0	1	4	9	14	329	318
MSTRG.4048	3	1	2	77	48	51	0	0	0	1	0	5	15
MSTRG.4049	3	73	6	2	8	8	3	147	1723	2672	2665	2	3182
MSTRG.4050	3	1	0	0	0	1	0	0	0	1	1	83	9
MSTRG.4051	34	25	26	0	0	0	0	0	0	0	0	0	10
MSTRG.4052	4263	2512	1604	13	1	1	0	17	7	0	1	0	398
MSTRG.4053	0	0	0	55	38	24	1	0	0	1	4	255	838
MSTRG.4054	319	362	421	781	1384	785	357	703	600	963	1130	8979	5089
MSTRG.4055	194	155	184	1532	1654	1496	212	300	155	223	260	25609	20938
MSTRG.4056	7	4	1	246	301	275	0	4	0	2	2	359	944
MSTRG.4057	0	0	0	0	0	0	0	0	0	0	0	2	0
MSTRG.4058	0	0	3	178	89	118	0	0	1	0	0	1381	827
MSTRG.4059	16	9	16	63	135	54	2	15	18	27	24	29	29
MSTRG.4060	4	58	7	3	9	13	0	139	1892	2213	2467	3	9647
MSTRG.4061	0	1	6	454	478	519	2	0	4	4	4	1417	3269
MSTRG.4062	0	0	0	0	0	0	0	2	24	47	47	2	3
MSTRG.4063	51	59	79	678	562	597	58	95	238	333	374	631	1413
MSTRG.4064	62	54	48	203	180	85	34	54	29	28	43	582	314
MSTRG.4065	20	303	33	6	22	54	14	640	9372	10793	12140	15	35591
MSTRG.4066	89	62	96	426	497	241	46	113	591	402	422	644	866
MSTRG.4067	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4068	44	48	42	89	82	49	40	83	147	225	248	1035	450
MSTRG.4069	11	18	3	275	410	218	18	20	22	39	30	445	500
MSTRG.4070	217	233	300	483	806	401	213	518	220	318	424	2496	2514
MSTRG.4071	458	391	587	466	309	663	475	614	292	479	575	2169	6197
MSTRG.4072	1	0	1	0	0	2	0	11	166	294	287	2	8
MSTRG.4073	0	1	0	0	0	0	0	10	103	98	123	2	284
MSTRG.4074	48	95	29	206	173	122	23	139	1484	2421	2658	5349	4735
MSTRG.4075	1	1	0	1	0	0	0	8	98	97	112	0	261
MSTRG.4076	0	0	0	1	0	0	0	9	78	125	132	3	405
MSTRG.4077	8	6	57	10323	6351	5982	13	3	18	9	19	6101	19468
MSTRG.4078	0	1	0	0	0	2	0	0	22	29	39	0	1
MSTRG.4079	2	10	5	7	51	20	3	30	171	215	197	129	397
MSTRG.4080	1	2	3	8	20	19	5	18	1	2	2	17	90
MSTRG.4081	3	82	2	9	6	8	4	217	2632	3574	4189	9	16245
MSTRG.4082	102	87	134	11155	6689	6079	605	1041	567	653	768	9889	24867
MSTRG.4083	0	0	0	3	1	1	0	2	19	18	44	1	5
MSTRG.4084	145	191	276	216	257	381	291	408	151	196	257	2604	3751
MSTRG.4085	0	0	0	1	1	0	0	0	5	0	4	0	306
MSTRG.4086	0	14	0	1	1	2	1	1	0	0	0	0	2050
MSTRG.4087	78	151	104	674	1063	555	243	479	661	1205	1367	1554	3277
MSTRG.4088	1423	3254	3416	2322	6500	5442	762	1574	449	818	905	2877	7587
MSTRG.4089	23	59	46	12	14	8	0	2	4	10	6	13	29
MSTRG.4090	90	85	89	4	13	2	3	1	12	13	10	11	18
MSTRG.4091	178	229	216	346	545	264	121	274	804	1021	1133	2980	4365
MSTRG.4092	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4093	437	562	575	665	1039	614	570	767	381	564	712	4112	4950
MSTRG.4094	65	95	55	168	363	196	78	301	2128	2557	2871	937	10102
MSTRG.4095	123	107	114	280	423	209	70	151	165	216	242	1420	1500
MSTRG.4096	376	497	546	690	965	675	296	546	586	813	992	9901	4624
MSTRG.4097	287	365	375	1539	1176	1377	405	767	1434	2375	2687	14798	14754
MSTRG.4098	2688	3660	3534	13688	23871	6693	2766	4566	310	560	641	19847	21236
MSTRG.4099	103	114	111	730	1187	505	56	134	83	87	110	3575	1100
MSTRG.4100	346	681	266	981	528	532	222	1073	13494	13604	17259	6909	106924
MSTRG.4101	12	22	8	122	73	68	7	54	551	717	948	8295	4989
MSTRG.4102	12761	18109	21367	29238	82288	23388	10325	17953	2456	5175	5592	154572	71549
MSTRG.4103	296	301	364	445	345	340	241	463	531	795	989	9428	5843
MSTRG.4104	13	0	3	3	0	2	1	0	11	1	0	10	27
MSTRG.4105	880	844	862	573	414	459	432	700	674	857	1117	2050	5172
MSTRG.4106	37	39	41	168	117	86	25	68	272	204	275	3062	1559
MSTRG.4107	9	3	2	62	58	41	2	2	3	1	2	31	114
MSTRG.4108	109	151	184	281	342	264	138	242	33	55	66	1054	997
MSTRG.4109	28	539	29	15	59	59	9	1088	10784	17577	17723	39	42196
MSTRG.4110	1674	1400	1441	1767	1014	993	527	907	288	333	353	5755	4680
MSTRG.4111	330	456	482	992	1201	875	483	776	254	398	485	4413	4159
MSTRG.4112	11	8	9	1113	1091	1007	25	21	50	72	84	1575	3181
MSTRG.4113	138	167	168	374	828	374	134	173	32	56	75	2871	1396
MSTRG.4114	1604	2204	2331	6302	5567	5048	823	1624	753	1100	1614	20769	29693
MSTRG.4115	0	8	0	13	23	4	0	19	192	281	344	9	1309
MSTRG.4116	115	109	143	2647	10291	6087	189	232	469	532	554	5499	17363
MSTRG.4117	230	286	300	506	1289	452	272	508	419	576	603	3426	2429
MSTRG.4118	202	183	174	503	510	313	151	243	207	239	267	4306	1537
MSTRG.4119	158	146	133	252	325	191	76	330	2876	2318	2813	3317	10024
MSTRG.4120	8942	9077	10450	2544	1881	1414	2582	4732	1886	2289	2575	13705	16314
MSTRG.4121	324	512	554	553	1309	545	454	956	971	1690	1726	4390	2981
MSTRG.4122	794	779	847	1332	1505	1144	870	1539	796	1091	1186	7383	7143
MSTRG.4123	16	43	48	640	841	592	115	186	115	209	253	389	2311
MSTRG.4124	316	375	369	973	1119	750	311	580	544	761	911	8290	5466
MSTRG.4125	324	306	286	1706	2326	1100	362	688	1194	1281	1597	10233	9147
MSTRG.4126	1304	1870	2039	11882	15810	5240	2517	4176	555	954	1001	15111	19603
MSTRG.4127	53	117	105	197	297	217	126	185	330	572	662	491	3058
MSTRG.4128	378	320	315	924	1002	662	245	492	597	813	941	7586	6364
MSTRG.4129	2	5	7	54	62	46	10	44	554	548	640	93	478
MSTRG.4130	21	15	11	109	180	127	8	21	110	169	204	82	837
MSTRG.4131	1508	1709	1876	2606	3929	2367	1716	3088	3939	5675	7003	15114	34951
MSTRG.4132	867	1234	905	736	1210	719	757	1992	7893	10673	11525	5938	42365
MSTRG.4133	47	26	31	29	40	19	25	41	68	67	64	27	190
MSTRG.4134	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4135	143	156	171	464	429	486	144	255	390	856	899	86	861
MSTRG.4136	6	145	10	4	9	36	1	267	3810	4731	5384	18	28812
MSTRG.4137	71	79	111	4554	11517	5904	153	536	3	22	28	3477	28698
MSTRG.4138	12467	21426	24687	148	122	30	3	65	8	4	4	6	8235
MSTRG.4139	7	374	5	1	10	45	4	358	3507	6116	7232	16	33348
MSTRG.4140	0	2	1	0	0	1	0	2	13	18	27	0	70
MSTRG.4141	1439	2008	1890	146	132	98	38	60	87	161	144	90	858
MSTRG.4142	39	29	30	7051	6081	3706	109	493	33	45	45	5843	13409
MSTRG.4143	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4144	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4145	4477	7352	7797	20297	34121	12582	6486	9713	862	1763	1824	37891	42989
MSTRG.4146	38	56	52	55	112	42	4	4	25	31	33	82	333
MSTRG.4147	330	343	301	883	873	1163	187	231	87	107	115	1150	4187
MSTRG.4148	9	7	2	10	5	8	11	3	0	0	0	14	95
MSTRG.4149	58	151	40	3	15	14	1	186	2474	3228	3530	4	12312
MSTRG.4150	2	70	1	0	3	9	1	147	1940	2504	3038	7	10257
MSTRG.4151	0	0	0	9	39	1	0	0	0	0	0	0	16
MSTRG.4152	0	0	0	0	0	0	0	0	13	9	12	0	31
MSTRG.4153	2	3	0	6	3	0	1	8	10	23	38	330	174
MSTRG.4154	0	0	0	2	0	2	7	13	31	44	34	10	206
MSTRG.4155	32	62	28	431	321	276	1	2	8	6	12	312	1058
MSTRG.4156	0	5	1	0	0	0	0	17	241	242	235	2	1450
MSTRG.4157	0	0	0	0	0	0	0	5	44	52	52	0	53
MSTRG.4158	0	0	0	0	0	1	0	8	70	72	73	0	41
MSTRG.4159	4	6	1	7	5	4	1	6	33	34	48	385	616
MSTRG.4160	80	127	119	133	405	198	145	230	19	64	71	715	687
MSTRG.4161	85	91	79	176	352	221	90	167	297	498	541	10442	1947
MSTRG.4162	689	934	1144	1029	1685	876	1057	2580	109	182	268	6561	5429
MSTRG.4163	18	30	33	434	184	160	66	105	16	9	18	1087	4039
MSTRG.4164	0	0	5	345	99	246	0	0	0	1	0	1790	3951
MSTRG.4165	554	727	744	1013	1266	888	519	886	1570	2370	2646	20089	9985
MSTRG.4166	40	40	52	358	970	385	1317	2559	32	42	60	886	807
MSTRG.4167	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4168	0	3	1	22	29	5	2	2	7	6	3	49	30
MSTRG.4169	0	2	2	3	8	1	0	1	29	9	8	0	0
MSTRG.4170	697	1065	1120	3041	6192	2924	1541	2571	1857	3079	3643	18881	20851
MSTRG.4171	126	180	178	236	900	343	175	276	56	129	123	1166	666
MSTRG.4172	89	137	126	216	392	352	175	274	137	316	370	856	1691
MSTRG.4173	243	205	168	2796	2295	1847	593	811	127	169	207	2483	8141
MSTRG.4174	130	189	138	563	1378	405	64263	95779	156	223	316	659	6949
MSTRG.4175	82	87	109	310	936	377	223	273	146	395	344	633	623
MSTRG.4176	0	0	0	43	14	17	4	1	2	0	0	76	67
MSTRG.4177	1	0	2	75	20	3	11	3	13	0	1	140	419
MSTRG.4178	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4179	1492	2237	2393	6493	11108	5583	1703	2366	471	910	1081	31012	24329
MSTRG.4180	182	295	263	376	490	338	202	465	1686	2450	2746	2235	6003
MSTRG.4181	382	662	524	1752	959	1085	347	907	5970	9231	10789	4343	59672
MSTRG.4182	6	4	4	3	1	0	0	0	0	0	0	1	7
MSTRG.4183	4	10	1	9	12	22	2	11	153	161	233	21	1408
MSTRG.4184	1	0	1	0	2	2	1	8	31	32	56	0	35
MSTRG.4185	218	214	198	3633	8314	4904	1233	1992	537	933	1026	12160	14372
MSTRG.4186	81	180	162	213	687	303	179	304	241	519	559	1183	1534
MSTRG.4187	83	132	177	179	249	169	217	277	19	64	43	774	354
MSTRG.4188	509	553	622	1140	828	1297	687	1059	2143	2862	3702	2761	17129
MSTRG.4189	198	172	161	575	796	413	328	625	197	210	259	864	1024
MSTRG.4190	272	266	286	1838	1247	1813	301	459	363	701	771	3538	6374
MSTRG.4191	0	4	0	0	0	2	0	9	99	65	70	0	241
MSTRG.4192	0	0	1	76	135	60	0	0	1	2	2	43	123
MSTRG.4193	210	306	233	541	1131	473	330	499	402	695	703	542	2254
MSTRG.4194	38	86	43	132	211	150	37	215	1454	2169	2482	666	5528
MSTRG.4195	6867	12882	13662	12664	63148	13433	6677	12534	1133	2367	2532	74225	33013
MSTRG.4196	2	2	2	6	10	11	0	5	37	40	58	16	113
MSTRG.4197	180	93	62	2109	1171	1461	2602	4318	987	1100	1166	568	3096
MSTRG.4198	150	242	354	1002	701	1058	388	672	433	882	961	1503	6458
MSTRG.4199	0	2	0	0	3	1	0	2	33	52	46	0	141
MSTRG.4200	8	300	17	3	16	43	4	576	6491	9125	10176	10	31003
MSTRG.4201	8	195	7	2	12	34	3	391	4498	6934	7301	11	22244
MSTRG.4202	5	48	2	0	4	6	1	136	1152	1867	1888	5	5261
MSTRG.4203	0	5	0	0	4	1	0	3	64	51	86	0	206
MSTRG.4204	0	0	0	0	0	0	0	2	14	8	10	0	26
MSTRG.4205	2	0	2	1	4	0	0	23	226	272	299	1	1110
MSTRG.4206	15	84	13	11	12	11	2	322	4870	5144	6009	3	13265
MSTRG.4207	0	0	0	1	0	0	0	3	43	11	9	1	3
MSTRG.4208	2	1	0	6	2	6	0	0	4	2	0	10	246
MSTRG.4209	5	2	2	11	14	9	2	0	0	0	2	0	54
MSTRG.4210	3	2	7	70	105	55	1	15	85	96	102	1	140
MSTRG.4211	267	284	305	925	717	655	301	506	673	903	1049	5702	6820
MSTRG.4212	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4213	247	164	139	489	365	251	105	242	404	304	371	3180	1815
MSTRG.4214	555	658	719	647	812	517	294	454	601	874	976	1623	3130
MSTRG.4215	890	788	875	1296	790	1173	1112	1518	287	387	462	5034	6652
MSTRG.4216	176	186	335	24	18	32	1	1	13	30	21	361	142
MSTRG.4217	0	4	0	0	0	1	0	8	79	130	132	0	1687
MSTRG.4218	1	23	0	0	1	2	0	4	183	191	196	0	95
MSTRG.4219	0	1	0	0	0	0	0	0	4	2	3	2	398
MSTRG.4220	4	43	5	600	207	305	5	174	1804	2864	3231	305	19752
MSTRG.4221	313	222	226	1011	1928	738	259	364	186	215	267	4825	3232
MSTRG.4222	157	260	175	258	364	219	139	284	1432	2080	2210	3134	8756
MSTRG.4223	1	31	12	156	304	300	13	61	472	808	940	323	5656
MSTRG.4224	1	0	0	48	21	10	0	6	65	63	64	3	27
MSTRG.4225	0	0	0	0	0	0	0	5	77	83	110	0	1
MSTRG.4226	74	1340	76	14	102	228	33	3102	35120	49570	52558	70	169982
MSTRG.4227	0	0	0	0	0	0	0	1	14	24	19	0	14
MSTRG.4228	0	0	0	34	3	0	0	0	0	0	0	0	1
MSTRG.4229	0	0	0	26	17	4	0	0	0	0	1	0	3
MSTRG.4230	33	49	40	195	275	220	53	93	267	380	453	2461	1777
MSTRG.4231	0	1	0	0	0	0	0	0	2	13	17	0	17
MSTRG.4232	0	7	0	0	0	3	1	2	27	36	36	2	4516
MSTRG.4233	0	0	0	0	2	1	0	4	37	59	55	1	13
MSTRG.4234	0	0	0	1	0	0	0	0	9	18	19	1	14
MSTRG.4235	137	175	243	595	688	591	330	540	293	539	674	10179	5661
MSTRG.4236	2	0	1	111	112	46	0	0	2	0	1	78	153
MSTRG.4237	24	11	11	244	142	252	1	7	12	32	42	156	560
MSTRG.4238	52	35	30	2837	901	1715	97	136	27	19	25	1738	4230
MSTRG.4239	0	7	2	2	0	0	0	58	519	888	854	1	828
MSTRG.4240	62	117	112	194	475	185	85	176	273	557	659	1757	2380
MSTRG.4241	0	0	0	9	2	7	0	0	0	0	0	140	6
MSTRG.4242	0	0	1	4	2	7	0	0	0	0	0	29	22
MSTRG.4243	0	0	3	279	101	264	4	1	0	0	0	95	220
MSTRG.4244	79	94	133	3572	4956	4191	164	268	224	365	377	4494	7044
MSTRG.4245	4763	7431	9452	5330	11905	6611	1091	1859	2191	2542	2985	40173	41526
MSTRG.4246	197	203	242	725	852	829	203	367	337	537	645	2603	7546
MSTRG.4247	1029	1160	1243	1212	1601	1276	1634	2729	2360	2961	3371	3294	12569
MSTRG.4248	9	11	16	365	351	239	32	54	327	487	660	369	794
MSTRG.4249	1	0	4	47	74	85	4	4	25	25	34	14867	291
MSTRG.4250	505	1245	503	1220	1267	1315	555	2208	17026	25692	29821	11043	164512
MSTRG.4251	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4252	78	121	120	204	487	228	119	206	120	309	325	998	1451
MSTRG.4253	254	374	380	483	474	394	341	552	449	853	997	1120	3524
MSTRG.4254	4010	5448	5344	2671	3216	2293	4144	8864	24521	35334	41270	7407	188917
MSTRG.4255	35	8	22	27	17	5	5	1	6	0	1	0	10
MSTRG.4256	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.4257	407	871	615	1501	2173	1362	573	1439	7893	11192	12155	9153	45469
MSTRG.4258	231	257	244	924	682	664	318	531	1025	1282	1505	4387	6627
MSTRG.4259	13205	23483	27008	25715	83748	22902	10648	19702	2485	5326	5736	116419	82129
MSTRG.4260	16	10	8	54	53	73	7	14	5	11	14	46	87
MSTRG.4261	0	4	1	5	6	3	0	0	3	2	5	5	10
MSTRG.4262	27642	42500	51406	45860	144403	50751	24538	41127	5173	10886	11244	281023	199733
MSTRG.4263	379	343	378	1344	1565	1039	395	651	317	406	482	4842	5277
MSTRG.4264	705	901	1156	1117	1357	1307	1555	2170	3858	6423	7385	4545	31736
MSTRG.4265	135	167	151	525	657	382	102	144	79	102	114	1366	1303
MSTRG.4266	0	21	0	0	0	3	34	151	55	92	86	1	10
MSTRG.4267	428	610	586	1202	1429	1211	401	857	4085	5064	5973	6791	27486
MSTRG.4268	0	0	0	3	0	0	0	0	3	0	0	0	3
MSTRG.4269	1311	1610	1432	769	1036	796	1401	2094	1144	1875	2158	4213	9992
MSTRG.4270	605	1054	694	3420	5466	3245	587	1769	7380	10739	12030	8096	43471
MSTRG.4271	311	433	339	1117	1472	1139	347	829	2446	3126	3603	1320	23166
MSTRG.4272	339	468	432	449	767	685	4481	4705	721	860	1033	1299	3988
MSTRG.4273	0	0	1	2	2	0	8	12	19	14	19	1	3
MSTRG.4274	1	1	2	6	14	8	8	6	0	0	0	15	20
MSTRG.4275	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.4276	470	555	566	1036	1540	1263	721	861	146	208	222	5624	5027
MSTRG.4277	1570	1504	1932	3032	2383	5152	2876	3957	1878	3329	3432	5671	19028
MSTRG.4278	2	1	0	3	0	0	1	0	1	0	0	0	8
MSTRG.4279	304	497	397	668	894	719	396	822	3194	4336	5030	2593	16132
MSTRG.4280	938	1506	1707	8447	6567	8635	1325	2376	2890	4314	5106	12843	40848
MSTRG.4281	67	83	90	14	11	12	0	2	2	1	2	1	127
MSTRG.4282	2103	3172	2820	652	977	629	1441	2160	1964	3065	3355	1212	11154
MSTRG.4283	55	80	77	2317	2965	3545	1199	1733	38	55	98	3441	8471
MSTRG.4284	0	1	0	7	14	2	0	5	0	4	3	1696	31
MSTRG.4285	1	0	0	155	420	121	14	31	0	1	1	83	1
MSTRG.4286	2	0	4	496	543	136	13	20	7	9	7	481	413
MSTRG.4287	0	0	1	3	3	4	0	0	0	0	0	760	196
MSTRG.4288	0	4	0	2	0	0	0	10	144	169	164	0	193
MSTRG.4289	0	0	0	0	0	0	1	0	1	0	0	1	1189
MSTRG.4290	0	0	0	51	123	58	3	0	0	2	1	585	212
MSTRG.4291	2	19	0	0	2	4	0	22	285	470	502	0	1680
MSTRG.4292	24	29	38	1239	1979	882	1868	2127	104	82	164	5182	2018
MSTRG.4293	1	2	10	475	1215	286	4	0	26	29	61	738	854
MSTRG.4294	0	5	0	304	637	457	8	15	8	1	9	502	397
MSTRG.4295	0	5	0	6	16	9	0	0	5	8	8	11	606
MSTRG.4296	9	9	7	57	57	91	10	18	125	214	251	2955	324
MSTRG.4297	17	7	25	0	0	0	0	0	0	0	1	0	14
MSTRG.4298	13849	13971	12855	77	11	2	1	93	10	5	12	9	4975
MSTRG.4299	0	0	0	0	1	0	0	2	42	47	46	793	3
MSTRG.4300	0	0	0	0	0	0	0	0	2	3	2	1303	4
MSTRG.4301	0	0	0	1	0	0	0	1	3	2	2	135	0
MSTRG.4302	0	0	0	0	1	0	0	0	6	7	2	772	27
MSTRG.4303	0	1	4	583	455	330	38	61	8	24	20	1072	2104
MSTRG.4304	0	0	0	1	5	3	0	3	28	63	62	1	304
MSTRG.4305	1	4	36	3585	6965	5046	30	95	7	18	30	13070	11708
MSTRG.4306	2	37	22	2294	4347	1272	21	64	943	780	1171	3604	5295
MSTRG.4307	1406	2237	2147	27685	30174	15760	9997	12383	4471	8089	8185	16200	82383
MSTRG.4308	267	333	314	841	866	930	437	569	858	1287	1583	3587	9185
MSTRG.4309	469	306	329	976	257	758	327	438	369	475	547	3374	4064
MSTRG.4310	28	37	51	722	1562	1500	39	121	186	246	275	3009	5146
MSTRG.4311	0	1	0	0	0	0	0	0	2	6	5	1	1460
MSTRG.4312	420	358	427	249	56	129	13	17	28	33	50	132	905
MSTRG.4313	0	0	0	64	131	108	0	0	0	0	0	730	481
MSTRG.4314	6	55	2	2	6	15	1	179	3300	3250	3526	64	12651
MSTRG.4315	12	16	9	128	95	104	2	20	112	141	137	2094	4609
MSTRG.4316	109756	89603	67593	379	25	27	6	767	62	5	27	1	5355
MSTRG.4317	319	216	256	8	2	2	0	3	1	1	2	4	223
MSTRG.4318	4	6	1	737	649	1237	6	42	720	583	1016	572	3750
MSTRG.4319	0	0	4	5	2	5	0	8	164	100	163	0	70
MSTRG.4320	0	0	0	0	0	0	0	0	3	1	2	3	4
MSTRG.4321	0	0	0	0	0	0	0	0	0	0	0	0	245
MSTRG.4322	0	0	0	0	0	0	0	0	0	0	0	0	0
